Storeid,StoreName,State,Date,VALUE,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower
19355,Quilpie General Store,Qld,0,942.3208868,0,0,0,454.23,0,121.33,0,283.52,0,76.356,0,0,0,1,0,1,0,4,0,0.884886834
5527,IGA STUARTS POINT 135708,NSW,0,512.548,0,0,0,0,0,121.33,0,212.64,0,172.578,0,0,0,0,0,1,0,3,0,2
7102,FRIENDLY GROCER PORT CAMPBELL,VIC,0,513.6030584,0,0,329.66,0,0,121.33,0,0,59.51,0,0,0,1,0,0,1,0,0,1.103058387,0
32432,IGA DAYBORO  994924,QLD,0,701.2230971,500.36,0,0,454.23,0,121.33,0,0,65.07,55.741,1,0,0,1,0,1,0,0,1.206116775,0.645980368
84865,SUPABARN ANNANDALE  14813,NSW,0,1802.294506,1000.72,1137.06,659.32,454.23,171.72,121.33,229.89,0,65.07,86.289,2,2,2,1,3.239388795,1,1,0,1.206116775,1
112481,SUPABARN CASEY  77609,NSW,0,2619.4694,1501.08,1705.59,988.98,454.23,462.15,242.66,229.89,0,130.14,86.289,3,3,3,1,8.718166384,2,1,0,2.41223355,1
95505,SUPABARN CRACE  18370,NSW,0,1923.243894,1000.72,1137.06,659.32,454.23,290.43,121.33,229.89,0,65.07,86.289,2,2,2,1,5.478777589,1,1,0,1.206116775,1
17306,SUPABARN GYMEA  182412,NSW,0,1802.294506,1000.72,1137.06,659.32,454.23,171.72,121.33,229.89,0,65.07,86.289,2,2,2,1,3.239388795,1,1,0,1.206116775,1
84832,SUPABARN KINGSTON 120999,NSW,0,2619.4694,1501.08,1705.59,988.98,454.23,462.15,242.66,229.89,0,130.14,86.289,3,3,3,1,8.718166384,2,1,0,2.41223355,1
83854,SUPABARN SAN SOUCI  49761,NSW,0,2552.530011,1501.08,1705.59,988.98,454.23,396.45,242.66,229.89,0,130.14,86.289,3,3,3,1,7.478777589,2,1,0,2.41223355,1
1458,FOODWORKS TATURA (REDDROPS) 962159,VIC,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112586,PRAHRAN GROCER (REDDROPS) 771253,VIC,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20945,IGA SEYMOUR (REDDROPS) 981266,VIC,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24038,SEASONS IGA BURPENGARY,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
18571,SUPA IGA CALOUNDRA (SEASONS)  124862,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11242,IGA COOROY EMERALD ST (SEASONS) 148997,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11297,IGA SEASONS EAST BRISBANE,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
128128,IGA COOROY GARNET ST (SEASONS) 149008,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
18838,SUPA IGA NOOSA JUNCTION (SEASONS) 127446,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8917,IGA MALENY (SEASONS) 147179,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
32758,IGA YANDINA 142844,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
85235,IGA MAROOCHYDORE WISES RD (SEASONS) 155229,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
83068,IGA LOCAL GROCER CARINDALE  121343,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83580,IGA MURWILLUMBAH TWEED VALLEY 996950,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21382,FOODWORKS POTTSVILLE,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000,DRAKES MT GAMBIER,SA,45859,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1001,DRAKES MILLICENT,SA,45859,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
83224,IGA CRESTMEAD 146408,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21363,IGA LOCAL GROCER MAROOCHY WATERS,QLD,45859,354.5530971,0,568.53,0,0,0,0,229.89,0,65.07,55.741,0,1,0,0,0,0,1,0,1.206116775,0.645980368
86513,IGA M MOLONG 166369,NSW,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33575,IGA M KANDOS 170334,NSW,45859,478.2561926,500.36,0,0,0,0,0,229.89,70.88,115.95,55.741,1,0,0,0,0,0,1,1,2.149212234,0.645980368
82514,FOODWORKS SPEARWOOD (FARMER JACK'S)  206644,WA,45859,215.64,0,0,0,0,0,0,0,212.64,0,0,0,0,0,0,0,0,0,3,0,0
3804,SUPA IGA OBERON 182608,NSW,45859,1118.458389,500.36,568.53,329.66,454.23,118.71,121.33,0,0,0,86.289,1,1,1,1,2.239388795,1,0,0,0,1
2126,IGA M MAWHOODS GRENFELL 77413,NSW,45859,1118.458389,500.36,568.53,329.66,454.23,118.71,121.33,0,0,0,86.289,1,1,1,1,2.239388795,1,0,0,0,1
3815,SUPA IGA COOTAMUNDRA  91213,NSW,45859,996.509,0,568.53,329.66,454.23,0,121.33,0,0,0,86.289,0,1,1,1,0,1,0,0,0,1
14447,IGA STOCKTON (SINGH) 79376,NSW,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12229,IGA TUGUN 140834,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128688,IGA COOMERA WATERS 156233,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17878,FRIENDLY GROCER SURAT,QLD,45859,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123090,IGA ROBINA (SPANOS) 103256,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20980,IGA MERMAID WATERS (SPANOS)  135685,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33043,SUPA IGA STANTHORPE (SPANOS)  138235,QLD,45859,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46008,SUPA IGA WARWICK (SPANOS)  992922,QLD,45859,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33160,SUPA IGA GATTON (SPANOS)  992948,QLD,45859,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20612,IGA HIGHLAND PARK NERANG (SPANOS)  997142,QLD,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83444,MT LAWLEY - SECOND AVE IGA,WA,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48235,Good Grocer Boulevard,WA,45859,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48312,IGA GLENDALOUGH 209287,WA,45859,124.33,1000.72,0,0,0,0,121.33,0,0,0,0,2,0,0,0,0,1,0,0,0,0
72041,BERNARDIS MARKETPLACE BATHURST,NSW,45860,2490.026953,1000.72,1137.06,329.66,454.23,343.44,242.66,689.67,141.76,178.53,86.289,2,2,1,1,6.478777589,2,3,2,3.309175162,1
18234,SUPA IGA BLAYNEY (BERNARDI)  173146,NSW,45860,2909.975953,1501.08,1705.59,659.32,454.23,343.44,242.66,689.67,141.76,178.53,172.578,3,3,2,1,6.478777589,2,3,2,3.309175162,2
6104,SUPA IGA FORBES (BERNARDI)  420129,NSW,45860,2909.975953,1501.08,1705.59,659.32,454.23,343.44,242.66,689.67,141.76,178.53,172.578,3,3,2,1,6.478777589,2,3,2,3.309175162,2
40057,SUPA IGA WEST WYALONG (BERNARDI)  181929,NSW,45860,2909.975953,1501.08,1705.59,659.32,454.23,343.44,242.66,689.67,141.76,178.53,172.578,3,3,2,1,6.478777589,2,3,2,3.309175162,2
0,Ten Tops Armidale,NSW,45860,643.6191752,0,0,0,0,0,0,459.78,0,178.53,0,0,0,0,0,0,0,2,0,3.309175162,0
0,Ten Tops Belmont,NSW,45860,1166.012234,0,0,0,0,0,0,919.56,0,238.04,0,0,0,0,0,0,0,4,0,4.41223355,0
239146,Ten Tops dubbo,NSW,45860,1688.405292,0,0,0,0,0,0,1379.34,0,297.55,0,0,0,0,0,0,0,6,0,5.515291937,0
0,Ten Tops Fyshwick,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Lake Haven,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Nowra,NSW,45860,643.6191752,0,0,0,0,0,0,459.78,0,178.53,0,0,0,0,0,0,0,2,0,3.309175162,0
0,Ten Tops Orange,NSW,45860,643.6191752,0,0,0,0,0,0,459.78,0,178.53,0,0,0,0,0,0,0,2,0,3.309175162,0
0,Ten Tops Penrith,NSW,45860,1688.405292,0,0,0,0,0,0,1379.34,0,297.55,0,0,0,0,0,0,0,6,0,5.515291937,0
0,Ten Tops Richmond,NSW,45860,1105.399175,0,0,0,0,0,0,919.56,0,178.53,0,0,0,0,0,0,0,4,0,3.309175162,0
287902,Ten Tops Seven Hills,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Tamworth,NSW,45860,1105.399175,0,0,0,0,0,0,919.56,0,178.53,0,0,0,0,0,0,0,4,0,3.309175162,0
0,Ten Tops Tuggerah,NSW,45860,1105.399175,0,0,0,0,0,0,919.56,0,178.53,0,0,0,0,0,0,0,4,0,3.309175162,0
0,Ten Tops Tuggeranong,NSW,45860,583.0061168,0,0,0,0,0,0,459.78,0,119.02,0,0,0,0,0,0,0,2,0,2.206116775,0
0,Ten Tops Wagga Wagga,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Young,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Hoxton Park,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Gregory Hills,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Shell Harbour,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Fountain Gate,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Cranbourne,NSW,45860,1166.012234,0,0,0,0,0,0,919.56,0,238.04,0,0,0,0,0,0,0,4,0,4.41223355,0
0,Ten Tops Sunshine,NSW,45860,1226.625292,0,0,0,0,0,0,919.56,0,297.55,0,0,0,0,0,0,0,4,0,5.515291937,0
0,Ten Tops Dandenong,NSW,45860,1105.399175,0,0,0,0,0,0,919.56,0,178.53,0,0,0,0,0,0,0,4,0,3.309175162,0
0,Ten Tops Store 1,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Store 2,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Store 3,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Store 4,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
0,Ten Tops Store 5,NSW,45860,874.5091752,0,0,0,0,0,0,689.67,0,178.53,0,0,0,0,0,0,0,3,0,3.309175162,0
21434,FOODLAND HAPPY VALLEY (RUGLESS)  1474,SA,0,717.0992122,1000.72,1137.06,0,0,0,121.33,229.89,0,353.33,0,2,2,0,0,0,1,1,0,6.549212234,0
22018,FOODLAND MT BARKER (RUGLESS)  840770,SA,0,483.7730584,1000.72,1137.06,0,0,0,121.33,229.89,0,124.25,0,2,2,0,0,0,1,1,0,2.303058387,0
3554,FOODLAND YORKETOWN (RUGLESS)  837150,SA,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
43467,FOODLAND PENOLA RUGLESS,SA,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
13313,FOODLAND CEDUNA  833,SA,0,1371.69,1501.08,1705.59,0,1362.69,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
30471,IGA Queenstown (Evans),TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30441,IGA X-press Devonport (Valley Road) PPS,TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30382,IGA Oatlands (Roxy),TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30506,IGA X-press Newnham,TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30717,Hill Street Grocer (Devonport),TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30802,IGA Burnie (Syd's),TAS,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30263,IGA Ulverstone Railway ,TAS,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30259,IGA X-press Nubeena (Seabreeze),TAS,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30259,,,,, ,,,,,,,,,,,,,,,,,,,
